Orderdetail_id,Order ID,product_id,Quantity
581,02-938-1657,37,1
582,02-938-1657,37,1
583,02-938-1657,37,1
584,02-938-1657,37,1
585,02-938-1657,37,1
586,02-938-1657,37,1
587,02-938-1657,37,1
588,02-938-1657,37,1
589,03-039-5845,33,3
590,03-039-5845,33,3
591,03-039-5845,33,3
592,03-039-5845,33,3
593,03-039-5845,33,3
594,03-039-5845,33,3
595,03-039-5845,33,3
596,03-039-5845,33,3
597,03-039-5845,33,3
598,03-039-5845,33,3
599,03-039-5845,33,3
600,03-039-5845,33,3
601,03-039-5845,33,3
602,03-039-5845,33,3
603,03-039-5845,33,3
604,03-039-5845,33,3
605,03-039-5845,33,3
606,03-039-5845,33,3
607,03-039-5845,33,3
608,03-039-5845,33,3
609,03-039-5845,33,3
610,03-132-2890,6,2
611,03-132-2890,6,2
612,03-132-2890,6,2
613,03-132-2890,6,2
614,03-132-2890,6,2
615,03-132-2890,6,2
616,03-132-2890,6,2
617,03-132-2890,6,2
618,03-132-2890,6,2
619,03-132-2890,6,2
620,03-132-2890,6,2
621,03-132-2890,6,2
622,03-132-2890,6,2
623,03-132-2890,6,2
624,03-132-2890,6,2
625,03-132-2890,6,2
626,03-132-2890,6,2
627,03-132-2890,6,2
628,03-132-2890,6,2
629,03-132-2890,6,2
630,03-132-2890,6,2
631,03-248-8148,39,1
632,03-248-8148,39,1
633,03-248-8148,39,1
634,03-248-8148,39,1
635,03-248-8148,39,1
636,03-248-8148,39,1
637,03-248-8148,39,1
638,03-248-8148,39,1
639,03-248-8148,39,1
640,03-248-8148,39,1
641,03-248-8148,39,1
642,03-248-8148,39,1
643,03-248-8148,39,1
644,03-248-8148,39,1
645,03-248-8148,39,1
646,03-248-8148,39,1
647,03-248-8148,39,1
648,03-248-8148,39,1
649,03-248-8148,39,1
650,03-248-8148,39,1
651,03-248-8148,39,1
652,03-297-4257,48,2
653,03-297-4257,48,2
654,03-297-4257,48,2
655,03-297-4257,48,2
656,03-297-4257,48,2
657,03-297-4257,48,2
658,03-297-4257,48,2
659,03-297-4257,48,2
660,03-297-4257,48,2
661,03-297-4257,48,2
662,03-297-4257,48,2
663,03-297-4257,48,2
664,03-297-4257,48,2
665,03-297-4257,48,2
666,03-297-4257,48,2
667,03-297-4257,48,2
668,03-297-4257,48,2
669,03-297-4257,48,2
670,03-297-4257,48,2
671,03-297-4257,48,2
672,03-297-4257,48,2
673,03-464-8128,55,3
674,03-464-8128,55,3
675,03-464-8128,55,3
676,03-464-8128,55,3
677,03-464-8128,55,3
678,03-464-8128,55,3
679,03-464-8128,55,3
680,03-464-8128,55,3
681,03-464-8128,55,3
682,03-464-8128,55,3
683,03-464-8128,55,3
684,03-464-8128,55,3
685,03-464-8128,55,3
686,03-464-8128,55,3
687,03-464-8128,55,3
688,03-464-8128,55,3
689,03-464-8128,55,3
690,03-464-8128,55,3
691,03-464-8128,55,3
692,03-464-8128,55,3
693,03-464-8128,55,3
694,03-555-7951,33,2
695,03-555-7951,33,2
696,03-555-7951,33,2
697,03-555-7951,33,2
698,03-555-7951,33,2
699,03-555-7951,33,2
700,03-555-7951,33,2
701,03-555-7951,33,2
702,03-555-7951,33,2
703,03-555-7951,33,2
704,03-555-7951,33,2
705,03-555-7951,33,2
706,03-555-7951,33,2
707,03-555-7951,33,2
708,03-555-7951,33,2
709,03-555-7951,33,2
710,03-555-7951,33,2
711,03-555-7951,33,2
712,03-555-7951,33,2
713,03-555-7951,33,2
714,03-555-7951,33,2
715,03-568-8174,18,2
716,03-568-8174,18,2
717,03-568-8174,18,2
718,03-568-8174,18,2
719,03-568-8174,18,2
720,03-568-8174,18,2
721,03-568-8174,18,2
722,03-568-8174,18,2
723,03-568-8174,18,2
724,03-568-8174,18,2
725,03-568-8174,18,2
726,03-568-8174,18,2
727,03-568-8174,18,2
728,03-568-8174,18,2
729,03-568-8174,18,2
730,03-568-8174,18,2
731,03-568-8174,18,2
732,03-568-8174,18,2
733,03-568-8174,18,2
734,03-568-8174,18,2
735,03-568-8174,18,2
736,03-825-5219,2,2
737,03-825-5219,2,2
738,03-825-5219,2,2
739,03-825-5219,2,2
740,03-825-5219,2,2
741,03-825-5219,2,2
742,03-825-5219,2,2
743,03-825-5219,2,2
744,03-825-5219,2,2
745,03-825-5219,2,2
746,03-825-5219,2,2
747,03-825-5219,2,2
748,03-825-5219,2,2
749,03-825-5219,2,2
750,03-825-5219,2,2
751,03-825-5219,2,2
752,03-825-5219,2,2
753,03-825-5219,2,2
754,03-825-5219,2,2
755,03-825-5219,2,2
756,03-825-5219,2,2
757,03-893-8767,37,1
758,03-893-8767,37,1
759,03-893-8767,37,1
760,03-893-8767,37,1
761,03-893-8767,37,1
762,03-893-8767,37,1
763,03-893-8767,37,1
764,03-893-8767,37,1
765,03-893-8767,37,1
766,03-893-8767,37,1
767,03-893-8767,37,1
768,03-893-8767,37,1
769,03-893-8767,37,1
770,03-893-8767,37,1
771,03-893-8767,37,1
772,03-893-8767,37,1
773,03-893-8767,37,1
774,03-893-8767,37,1
775,03-893-8767,37,1
776,03-893-8767,37,1
777,03-893-8767,37,1
778,03-955-4532,19,1
779,03-955-4532,19,1
780,03-955-4532,19,1
781,03-955-4532,19,1
782,03-955-4532,19,1
783,03-955-4532,19,1
784,03-955-4532,19,1
785,03-955-4532,19,1
786,03-955-4532,19,1
787,03-955-4532,19,1
788,03-955-4532,19,1
789,03-955-4532,19,1
790,03-955-4532,19,1
791,03-955-4532,19,1
792,03-955-4532,19,1
793,03-955-4532,19,1
794,03-955-4532,19,1
795,03-955-4532,19,1
796,03-955-4532,19,1
797,03-955-4532,19,1
798,03-955-4532,19,1
799,04-003-4647,6,2
800,04-003-4647,6,2
801,04-003-4647,6,2
802,04-003-4647,6,2
803,04-003-4647,6,2
804,04-003-4647,6,2
805,04-003-4647,6,2
806,04-003-4647,6,2
807,04-003-4647,6,2
808,04-003-4647,6,2
809,04-003-4647,6,2
810,04-003-4647,6,2
811,04-003-4647,6,2
812,04-003-4647,6,2
813,04-003-4647,6,2
814,04-003-4647,6,2
815,04-003-4647,6,2
816,04-003-4647,6,2
817,04-003-4647,6,2
818,04-003-4647,6,2
819,04-003-4647,6,2
820,04-238-9179,39,1
821,04-238-9179,39,1
822,04-238-9179,39,1
823,04-238-9179,39,1
824,04-238-9179,39,1
825,04-238-9179,39,1
826,04-238-9179,39,1
827,04-238-9179,39,1
828,04-238-9179,39,1
829,04-238-9179,39,1
830,04-238-9179,39,1
831,04-238-9179,39,1
832,04-238-9179,39,1
833,04-238-9179,39,1
834,04-238-9179,39,1
835,04-238-9179,39,1
836,04-238-9179,39,1
837,04-238-9179,39,1
838,04-238-9179,39,1
839,04-238-9179,39,1
840,04-238-9179,39,1
841,04-546-8049,44,2
842,04-546-8049,44,2
843,04-546-8049,44,2
844,04-546-8049,44,2
845,04-546-8049,44,2
846,04-546-8049,44,2
847,04-546-8049,44,2
848,04-546-8049,44,2
849,04-546-8049,44,2
850,04-546-8049,44,2
851,04-546-8049,44,2
852,04-546-8049,44,2
853,04-546-8049,44,2
854,04-546-8049,44,2
855,04-546-8049,44,2
856,04-546-8049,44,2
857,04-546-8049,44,2
858,04-546-8049,44,2
859,04-546-8049,44,2
860,04-546-8049,44,2
861,04-546-8049,44,2
862,04-743-8019,29,1
863,04-743-8019,29,1
864,04-743-8019,29,1
865,04-743-8019,29,1
866,04-743-8019,29,1
867,04-743-8019,29,1
868,04-743-8019,29,1
869,04-743-8019,29,1
870,04-743-8019,29,1
871,04-743-8019,29,1
872,04-743-8019,29,1
873,04-743-8019,29,1
874,04-743-8019,29,1
875,04-743-8019,29,1
876,04-743-8019,29,1
877,04-743-8019,29,1
878,04-743-8019,29,1
879,04-743-8019,29,1
880,04-743-8019,29,1
881,04-743-8019,29,1
882,04-743-8019,29,1
883,04-812-8753,26,2
884,04-812-8753,26,2
885,04-812-8753,26,2
886,04-812-8753,26,2
887,04-812-8753,26,2
888,04-812-8753,26,2
889,04-812-8753,26,2
890,04-812-8753,26,2
891,04-812-8753,26,2
892,04-812-8753,26,2
893,04-812-8753,26,2
894,04-812-8753,26,2
895,04-812-8753,26,2
896,04-812-8753,26,2
897,04-812-8753,26,2
898,04-812-8753,26,2
899,04-812-8753,26,2
900,04-812-8753,26,2
901,04-812-8753,26,2
902,04-812-8753,26,2
903,04-812-8753,26,2
904,04-904-4552,28,2
905,04-904-4552,28,2
906,04-904-4552,28,2
907,04-904-4552,28,2
908,04-904-4552,28,2
909,04-904-4552,28,2
910,04-904-4552,28,2
911,04-904-4552,28,2
912,04-904-4552,28,2
913,04-904-4552,28,2
914,04-904-4552,28,2
915,04-904-4552,28,2
916,04-904-4552,28,2
917,04-904-4552,28,2
918,04-904-4552,28,2
919,04-904-4552,28,2
920,04-904-4552,28,2
921,04-904-4552,28,2
922,04-904-4552,28,2
923,04-904-4552,28,2
924,04-904-4552,28,2
925,04-911-6551,35,2
926,04-911-6551,35,2
927,04-911-6551,35,2
928,04-911-6551,35,2
929,04-911-6551,35,2
930,04-911-6551,35,2
931,04-911-6551,35,2
932,04-911-6551,35,2
933,04-911-6551,35,2
934,04-911-6551,35,2
935,04-911-6551,35,2
936,04-911-6551,35,2
937,04-911-6551,35,2
938,04-911-6551,35,2
939,04-911-6551,35,2
940,04-911-6551,35,2
941,04-911-6551,35,2
942,04-911-6551,35,2
943,04-911-6551,35,2
944,04-911-6551,35,2
945,04-911-6551,35,2
946,04-976-7880,13,2
947,04-976-7880,13,2
948,04-976-7880,13,2
949,04-976-7880,13,2
950,04-976-7880,13,2
951,04-976-7880,13,2
952,04-976-7880,13,2
953,04-976-7880,13,2
954,04-976-7880,13,2
955,04-976-7880,13,2
956,04-976-7880,13,2
957,04-976-7880,13,2
958,04-976-7880,13,2
959,04-976-7880,13,2
960,04-976-7880,13,2
961,04-976-7880,13,2
962,04-976-7880,13,2
963,04-976-7880,13,2
964,04-976-7880,13,2
965,04-976-7880,13,2
966,04-976-7880,13,2
967,05-024-1112,59,3
968,05-024-1112,59,3
969,05-024-1112,59,3
970,05-024-1112,59,3
971,05-024-1112,59,3
972,05-024-1112,59,3
973,05-024-1112,59,3
974,05-024-1112,59,3
975,05-024-1112,59,3
976,05-024-1112,59,3
977,05-024-1112,59,3
978,05-024-1112,59,3
979,05-024-1112,59,3
980,05-024-1112,59,3
981,05-024-1112,59,3
982,05-024-1112,59,3
983,05-024-1112,59,3
984,05-024-1112,59,3
985,05-024-1112,59,3
986,05-024-1112,59,3
987,05-024-1112,59,3
988,05-318-1801,53,1
989,05-318-1801,53,1
990,05-318-1801,53,1
991,05-318-1801,53,1
992,05-318-1801,53,1
993,05-318-1801,53,1
994,05-318-1801,53,1
995,05-318-1801,53,1
996,05-318-1801,53,1
997,05-318-1801,53,1
998,05-318-1801,53,1
999,05-318-1801,53,1
1000,05-318-1801,53,1
1001,05-318-1801,53,1
1002,05-318-1801,53,1
1003,05-318-1801,53,1
1004,05-318-1801,53,1
1005,05-318-1801,53,1
1006,05-318-1801,53,1
1007,05-318-1801,53,1
1008,05-318-1801,53,1
1009,05-378-2914,24,2
1010,05-378-2914,24,2
1011,05-378-2914,24,2
1012,05-378-2914,24,2
1013,05-378-2914,24,2
1014,05-378-2914,24,2
1015,05-378-2914,24,2
1016,05-378-2914,24,2
1017,05-378-2914,24,2
1018,05-378-2914,24,2
1019,05-378-2914,24,2
1020,05-378-2914,24,2
1021,05-378-2914,24,2
1022,05-378-2914,24,2
1023,05-378-2914,24,2
1024,05-378-2914,24,2
1025,05-378-2914,24,2
1026,05-378-2914,24,2
1027,05-378-2914,24,2
1028,05-378-2914,24,2
1029,05-378-2914,24,2
1030,05-410-4163,55,3
1031,05-410-4163,55,3
1032,05-410-4163,55,3
1033,05-410-4163,55,3
1034,05-410-4163,55,3
1035,05-410-4163,55,3
1036,05-410-4163,55,3
1037,05-410-4163,55,3
1038,05-410-4163,55,3
1039,05-410-4163,55,3
1040,05-410-4163,55,3
1041,05-410-4163,55,3
1042,05-410-4163,55,3
1043,05-410-4163,55,3
1044,05-410-4163,55,3
1045,05-410-4163,55,3
1046,05-410-4163,55,3
1047,05-410-4163,55,3
1048,05-410-4163,55,3
1049,05-410-4163,55,3
1050,05-410-4163,55,3
1051,05-822-0829,37,1
1052,05-822-0829,37,1
1053,05-822-0829,37,1
1054,05-822-0829,37,1
1055,05-822-0829,37,1
1056,05-822-0829,37,1
1057,05-822-0829,37,1
1058,05-822-0829,37,1
1059,05-822-0829,37,1
1060,05-822-0829,37,1
1061,05-822-0829,37,1
1062,05-822-0829,37,1
1063,05-822-0829,37,1
1064,05-822-0829,37,1
1065,05-822-0829,37,1
1066,05-822-0829,37,1
1067,05-822-0829,37,1
1068,05-822-0829,37,1
